Lens ID,Title,Publication Year,Abstract
062-268-692-973-862,Perceptions of Parents of Young Children with and without Disabilities Attending Inclusive Preschool Programs,2014,"This study aimed to identify the characteristics of parents of children with and without disabilities whose young children attend an inclusive, early childhood education program that influence their perceptions of inclusion and inclusive preschool programs. Participants included parents of preschool children without disabilities (n=64) and parents of preschool children with disabilities (n=84) attending inclusive preschool programs. Participants completed a 120-question survey examining parental characteristics and the impact they have on parent perceptions regarding inclusion and inclusive preschool programs. In addition, child variables (disability status, type of disability, severity of the disability and disability category) were examined to determine their significance regarding parental perception. Analysis revealed that parents of children with disabilities were less likely to favor an inclusive program that served children with severe disabilities, such as autism and behaviour disorders."
062-345-073-912-928,Salient employability skills for youth with intellectual and developmental disabilities in Singapore: the perspectives of job developers,2017,"Objective: In order to increase employment opportunities for individuals with intellectual and developmental disabilities (IDDs), professionals are tasked with designing and implementing job training services to youth preparing to enter the job market. Having a better understanding of desirable employability skills aids in allowing professionals to develop programs that will target the needs of those who make decisions relating to human resources.Methods: This study features a qualitative research design to identify employability skills that individuals with IDDs in Singapore should possess to be successful in the workplace. Job developers were interviewed to identify and explore desirable employability skills.Results: Results from interviews suggest that soft skills, such as attitude, dependability, stamina, flexibility, and communication are valued over skills that are more job-specific technical skills.Conclusion: These findings highlight the importance including instruction in these skill areas when t..."
062-370-032-732-255,Preservice Preparation of School Psychologists for Providing Related Services in Early Childhood Intervention: A University-Preschool Partnership,1994,"This article describes a model program for preparing school psychologists in the area of early childhood intervention. The implications of the Individuals with Disabilities Education Act of 1990 and the Education of the Handicapped Act Amendments of 1986 (P.L. 99–457, amendment to P.L. 94–142) for school psychologists are briefly discussed. The need for formalized training of school psychologists in the area of early childhood education and intervention is reviewed. A training model and preservice training grant to prepare school psychologists to work with culturally diverse preschool children are presented. Finally, challenges faced during the first 2 years of the program, as well as trainees' satisfaction, will be discussed."
062-845-912-647-83X,Humor in Literature About Children With Disability: What Are We Seeing in Literature?,2014,AbstractThis article explores instances of humor in literature as it relates to children with disabilities and offers ways to help children and adolescents build an authentic understanding of disability and disability humor. The prevalent message in the books reviewed is that children with disability not only appreciate humor but also can produce various types of humor.
062-972-749-230-71X,(Re)Conceptualizing STEM Learning and Teaching for Young Children With Disabilities,2024,"<jats:p> Centering equity in our work eliminates disparities and promotes the learning and development of ALL children. Although there has been increasing focus on supporting science, technology, engineering, and mathematics (STEM) in early childhood, many children with disabilities still face challenges in accessing early STEM opportunities. In this article, we suggest a strengths-based, system-level, and theory-driven approach to encourage the field to shift away from the practice of “fixing” children when providing STEM learning and teaching for young children with disabilities. At the conclusion of this article, we also offer critical questions for readers to ponder and reflect on their work. </jats:p>"
063-036-921-670-333,Teaching Pretend Play to Children With Disabilities: A Review of the Literature,2008,The purpose of this study was to analyze literature regarding interventions for promoting pretend play in children with disabilities. Sixteen studies were found using experimental designs to evalua...
063-125-209-018-32X,Education and Medical Professionals Collaborating to Prepare Early Childhood Teachers for Inclusive Settings.,2010,"Best practice in the early childhood special education field supports the inclusion of young children with special needs in natural learning environments, that is, in programs where children without disabilities of the same age and their families participate. Consequently, early childhood teacher education programs must prepare professionals to teach children who are diverse in physical, social, emotional, and cognitive abilities and needs. This article describes the first 3 years of collaboration between a university's early childhood teacher education program and a hospital's program for families of children with special needs. Using a transdisciplinary model, the mission of this partnership is to prepare a new generation of teachers who excel in helping children with and without disabilities thrive."
063-129-744-640-063,Father Participation in Early Education Programs,2001,"This article reports the results of a national survey of 318 fathers participating in programs accredited by the National Association for the Education of Young Children, Head Start, and Part B and Part C programs in six states. Fathers reported their participation in the activities offered to them by these early childhood education programs. Fathers of children with and without disabilities preferred activities in which all family members could be involved. Fathers were also asked to identify the program characteristics that facilitated their participation. This article discusses implications of this information for service providers."
063-269-385-148-089,Systematic Modeling and Prompting to Teach Math Skills to Preschoolers With Disabilities,2021,Early math skills predict later academic achievement and are of critical importance in preschool. There also are discrepancies in early math skills of preschoolers with disabilities compared with t...
063-420-407-570-467,"Therapy Services in Early Intervention Current Status, Barriers, and Recommendations",1996,"The purpose of this study was to determine (a) the major challenges in providing specialized therapies to infants, toddlers, and preschoolers with disabilities; (b) what models of service delivery are used and why; (c) what makes the provision of therapy services go well; and (d) what strategies are used for overcoming barriers to effective services. Focus groups were conducted with early intervention therapists, nontherapist professionals, administrators, and parents. Results showed that a shortage of pediatric therapists and policy/administrative constraints caused services to be of lower quality than desired. We also found that concepts of “needing” therapy were muddled and that most people said that “more is better” as long as the quality is high enough."
063-483-026-325-802,Disproportionate Representation in Placements of Preschoolers With Disabilities in Five Southern States,2010,"Special education placements for more than 69,000 preschoolers with disabilities were examined within and across five southern states. Data were gathered from the 2007 December 1st Child Count repo..."
063-495-749-034-679,Targeting the Transition Goals of Teens Through Executive Function Support,2022,"<jats:p> Executive functions, which begin developing in early childhood, are necessary for the tasks of daily life, such as decision making and planning. Despite their early development, often without teaching, many teens with disabilities need explicit instruction to acquire and apply executive functions each day. Gaps in executive functions directly impact a teens ability to achieve post-secondary success, as executive functions support planning, goal setting, and organization. This article provides instruction on how to support teens with disabilities on three executive functions: (a) building habits that form routines, (b) utilizing sensory reminders to manage time, and (c) applying a planning tool. This article also instructs teachers on embedding executive function instruction within transition planning for individualized education programs. </jats:p>"
063-548-500-804-486,"The Effects of COVID-19 on Early Childhood Education and Care: Research and Resources for Children, Families, Teachers, and Teacher Educators.",2021,"The COVID-19 world health crisis has profound implications for the care and education of young children in homes and schools, the lives of preservice and inservice teachers, and the work of college/university faculty. This article begins by discussing the implications of a world health pandemic for education and the challenges of conducting a literature review on such a rapidly evolving topic. The next four sections categorize the COVID-19 literature into themes: (1) threats to quality of life (QoL) and wellness, (2) pressure on families and intensification of inequities, (3) changes in teaching methods and reliance on technology, and (4) restructuring of higher education and scholarship interrupted. Each of the four themes is introduced with a narrative that highlights the current context, followed by the literature review. Next is a compilation of high-quality, online resources developed by leading professional organizations to support children, families, and educators dealing with the COVID crisis. The article concludes with changes that hold the greatest potential to advance the field of early childhood education and care."
063-671-438-565-456,"Diverse Pathways in Early Childhood Professional Development: An Exploration of Early Educators in Public Preschools, Private Preschools, and Family Child Care Homes",2009,"This paper presents a naturalistic investigation of the patterns of formal education, early childhood education training, and mentoring of a diverse group of urban early childhood educators participating in the Los Angeles: Exploring Children's Early Learning Settings (LA ExCELS) study. A total of 103 preschool teachers and family child care providers serving primarily low-income 3- and 4-year-old children in Los Angeles County provided data on their education, training, and beliefs about teaching. This sample worked in public center based preschool programs including Head Start classrooms and State preschool classrooms (N=42), private non-profit preschools including community based organizations and faith-based preschools (N=42), and licensed family child care homes (N=19). This study uses a person-centered approach to explore patterns of teacher preparation, sources of support, supervision, and mentoring across these 3 types of education settings, and how these patterns are associated with early childhood educators' beliefs and practices. Findings suggest a set of linkages between type of early education setting, professional development, and supervision of teaching. Public preschools have the strongest mandates for formal professional development and typically less variation in levels of monitoring, whereas family child care providers on average have less formal education and more variability in their access to and use of other forms of training and mentorship. Four distinct patterns of formal education, child development training, and ongoing mentoring or support were identified among the educators in this study. Associations between professional development experiences and teachers' beliefs and practices suggested the importance of higher levels of formal training for enhancing the quality of teacher-child interactions. Implications of the findings for changing teacher behaviors are discussed with respect to considering the setting context."
063-825-509-593-083,EVALUATING THE EFFECTS OF MEDITATION ON STUDENTS’ WITH DISABILITIES ON-TASK PERFORMANCE,,
064-175-143-755-678,Struggling toward abolition and dreaming beyond ableism in teacher education,2024,"Abolition is a verb, referencing how people build safe conditions while dismantling (and developing solutions beyond) harmful institutions, including within education. Considering disability justice movement work in our roles as teacher educators, we explored how we might contend with the harmful purposes and functions of educational structures as we prepare future teachers to adopt abolitionist stances in their pedagogies. We begin with the premise that the current educational system, rooted in ableism, is fundamentally designed to rank, categorize and hypervalue/devalue children based on ability. Ableism intersects with multiple oppressions, fueling the inequitable distribution of resources in special/gifted education; and racist educational outcomes. To divest from ableism — decoupling learning from punishment in practice — we share three pedagogical examples from our own teaching, discussing how we support future teachers to imagine and enact teaching practices beyond providing services or accommodations, so that multiply-marginalized children and educators can be recognized as whole."
064-325-911-318-843,Participant Characteristics in Research on Interventions for Young Children with Challenging Behavior: A Systematic Review.,2019,"Intervention studies to reduce challenging behavior in young children below the age of 6 were reviewed for participant characteristics, including gender, race/ethnicity, disability, socioeconomic s..."
064-394-093-083-892,Fathers' Role in Play: Enhancing Early Language and Literacy of Children with Developmental Delays.,2012,"Fathers and paternal role models make a unique contribution to children’s development. There is some research to suggest that the types of play males engage in with children is typically more active and thus offers unique possibilities for embedding activities for language and literacy development. In this article, we offer suggestions for how preschool special education teachers can assist fathers and paternal role models as they work and play to enhance the language and literacy skills of their children through reading activities, dramatic play, and pretend or free play."
064-415-780-373-031,Alternative Certification Programs: A National Survey.,1995,"The shortage of trained professionals in special education has given rise to varied initiatives in the area of personnel preparation. Increasingly, alternative certification programs are being considered as an option by state departments of education. Under the auspices of the Council for Learning Disabilities' Standards and Etlgics Committee, a survey was conducted of all states concerning the use of such programs to train teachers of students with disabilities. A total of 50 states (and the District of Columbia) were contacted with 51 responses received, for a 100% return rate. Over 76% of all states had alternative certification programs, with the majority having them available across early childhood, middle, and secondary education. Over 62% indicated that such programs addressed the needs of students with disabilities. A total of 24 states offered alternative cert fication programs for special education teachers in general, with a like number for learning disabilities teachers specifically. A discuss..."
064-474-118-628-650,Transitioning Preschool Children with Developmental Concerns into Kindergarten: Ecological Characteristics of Inclusive Kindergarten Programs,2002,"The purpose of this paper is to provide the background for Project Pre-K: Transitioning Preschool Children with Developmental Concerns to Kindergarten, and discuss the ecological characteristics of inclusive kindergarten programs. Data were collected in 11 inclusive kindergarten programs in one urban county in southwestern Ohio using the Kindergarten Visit Checklist and field notes. Ecological characteristics observed included seating routines, group activities, seat work, curriculum, expectations of the child, and evidence of special services provided. Results indicated that the inclusive kindergarten programs observed were organized with a contemporary, elementary school program orientation (table work, teacher directed, assigned activities, use of workbooks and skill sheets, limited choice time, etc.). Implications of these results for children with developmental concerns transitioning from preschool to kindergarten are discussed."
064-649-215-182-146,Measuring the Quality of Family—Professional Partnerships in Special Education Services:,2005,"One difficulty in monitoring the quality of family—professional partnerships has been the lack of a psychometrically acceptable and sufficiently general instrument with which to assess them. The current work describes the development of the Family—Professional Partnership Scale, which assesses parents' perceptions of the importance of and their satisfaction with family—professional partnerships. Indicators were constructed from qualitative research on families with children with and without disabilities, and the scale was refined across two field tests that included families with children with a wide range of ages and disability types and severity. Both the 18-item overall scale and the two 9-item subscales demonstrated excellent psychometric properties. The possible uses of this scale in future research and service delivery are discussed."
064-878-119-940-583,Early Intervention Service Coordination Policies National Policy Infrastructure,2004,"Effective implementation of service coordination in early intervention, as mandated by the Individuals with Disabilities Education Act, remains a challenge for most states. The present study provid..."
064-976-518-805-388,"Book Review of ""Teaching About Sex and Sexualities in Higher Education""",2023,Teaching About Sex and Sexualities in Higher Education. Un article de la revue Canadian Journal of Higher Education / Revue canadienne d'enseignement supérieur (Special Issue: Administration and administrators in Cdn. colleges &amp; universities) diffusée par la plateforme Érudit.
065-233-226-305-276,A History of Early Childhood Special Education,2016,This chapter provides a history of the relatively young field of early childhood special education. An overview of the evolution of services for young children with disabilities and their families as impacted by developments in public policy is provided. The establishment and activities of the professional organization for early childhood special education—the Division for Early Childhood (DEC) of the Council for Exceptional Children (CEC) – are highlighted. Advances in research that have informed both policy and services for children and families are followed from the 1800s to the present day.
065-331-934-508-065,Inclusion of Infants and Toddlers With Significant Support Needs Across Natural Environments: What Can Early Interventionists Do?,2023,"<jats:p> Infants and toddlers with significant support needs (SSNs) receive early intervention services under Part C of the Individuals with Disabilities Education Improvement Act. These services occur in a variety of children’s natural environments, which may include their home, child care, community parks, extended family members’ homes, etc. It is important that early interventionists who provide developmental services to children with SSNs and their caregivers are equipped with strategies they can use to promote meaningful inclusion of this unique population. This paper illustrates what high-quality inclusion can look like and provides strategies that early interventionists can implement with various caregivers in a child’s life. </jats:p>"
065-541-806-019-545,Disparities in childhood human capital investments in the United States.,2026,"We analyze data from 10 nationally representative surveys in the United States (2010-2023) to track public, private, and family time investments in children, all theorized to enhance human capital. Average per-child investments from birth to age 18 total $502,152 (2024 USD), with overall disparities by household income and race/ethnicity of 6% to 15%. Early childhood shows the largest gaps-often over 50%-driven mainly by housing and child care. Investment levels converge substantially around age five due to near-universal public schooling, which serves over 90% of children, compared with far lower access to publicly supported early care (roughly 25%) and housing subsidies (less than 5%). Like early childhood, though, later-childhood investments exhibit differences in the types of services and resources children from different backgrounds receive (e.g., compulsory versus compensatory education, office-based versus emergency health services, whole fruit versus fruit juice). Accounting for parent and family time-focused investments (e.g., informal educational activities, meals) narrows disparities by income and race/ethnicity when valued at a constant wage. Disparities increase 50-100% when valued at caregivers' age- and education-specific wages, likely overstating differences in the quality of family time."
065-612-799-988-940,Naturalistic Language Intervention in Inclusive Environments.,1995,Reviews many of the factors affecting implementation of natural language instruction by the early childhood teacher for children with language disabilities in an inclusive environment
065-792-355-212-093,Needs of and Supports for African American and European American Caregivers of Young Children with Special Needs in Urban and Rural Settings.,2004,"In this study, the authors compared the self-reported needs of and sources of supports for African American and European American caregivers of young children with disabilities living in urban and rural areas. One hundred twenty caregivers of young children in one state's early intervention (EI) system responded to two instruments, the Family Needs Scale (Dunst, Cooper, Weeldreyer, Snyde, & Chase, 1987) and the Family Support Scale (Dunst, Jenkins, & Trivette, 1996). African American and European American caregivers differed significantly regarding family needs, whereas urban and rural caregivers differed significantly on the overall level of support they reported. Interactional effects were also found. EI systems must take into account such differing needs and sources of support when developing policies and services for young children with disabilities and their families."
065-840-064-901-95X,"Implementing inclusive education in Delhi, India: regular school teachers' preferences for professional development delivery modes",2013,"This study examines the preferences of regular primary and secondary school teachers in Delhi, India regarding professional development delivery modes in the context of inclusive education for students with disabilities. A total of 223 primary school teachers and 130 secondary school teachers responded to a seven-item Likert-type questionnaire, indicating their preferences for the delivery modes. The teachers were also requested to list additional delivery modes that they would like to see being used while receiving in-service training. Data were analyzed using descriptive statistics, t tests and Spearman rank-order correlation. The implications for teacher training in India are discussed in terms of the different models that can improve teacher quality for inclusive education."
066-054-696-823-150,Review of The leading edge of early childhood education: Linking science to policy for a new generation,2018,"Lesaux, N. K., & Jones, S. M. (Eds.). (2016). The leading edge of early childhood education: Linking science to policy for a new generation. Cambridge, MA: Harvard Education Press."
066-144-840-973-591,Requesting by Preschoolers with Developmental Disabilities Videotaped Self-Modeling and Learning of New Linguistic Structures,1996,"This research capitalized on a powerful form of observational learning to teach linguistic structures not evident in the expressive language of children with developmental delays. Specifically, the..."
066-150-089-482-323,Identifying and Responding to Suicidality: Evidence-Based Strategies for Early Childhood Home Visitors,2021,"Suicide is a major public health issue, and a leading cause of death in the United States. Caregivers of young children with or at-risk for disabilities and developmental delays may experience significant life stressors that increase their risk for suicidal thoughts and behaviors. Early childhood special education (ECSE) home visitors may be in a prime position to notice and intervene in these situations but may lack the training and confidence to do so. This article outlines evidence-based strategies for identifying and responding to possible suicidal thoughts and behaviors in the context of ECSE home visiting."
066-224-186-488-857,Systemwide Solutions to Improve Early Intervention for Developmental-Behavioral Concerns.,2015,"* Abbreviations:;  ECSE — : early childhood special education;  EI — : early intervention;  IDEA — : Individuals With Disabilities Education Act; ; “Birth to Five: Watch Me Thrive!” (http://www.acf.hhs.gov/programs/ecd/child-health-development/watch-me-thrive) seeks to systematically increase early detection of developmental–behavioral problems among at-risk children, from birth through 5 years. This initiative represents a coordinated effort to increase early screening and detection rates across the health, education, and social service sectors. Although the earliest detection of children who need extra developmental–behavioral support is a laudable goal, these efforts will be for naught without appropriate supports to document follow-up and enrollment into services. To meet the challenge of what happens next, our nation must address its capacity crisis. The leadership issue across sectors is to build the capacity to increase and improve access to evidence-based services that are tailored to child and family needs.; ; This initiative is the stated promise of early intervention (EI) for ages 0 to 3 years, early childhood special education (ECSE) for ages 3 to 5 years, and other high-quality early learning programs. In 2011 and 2012, 2% to 3% of US children received EI under the Individual with Disabilities Education Act (IDEA; https://ideadata.org/) Part C, and 5% to 6% of children received ECSE under IDEA Part B, Section 619.1 Twelve percent of children are diagnosed with any developmental disability between 3 and 10 years and 16% between 11 and 17 years.2 Mental health disorders emerge in 21% of children between 9 and 17 years.3 Although it can be challenging to reliably identify infants, toddlers, and preschoolers with the more prevalent mild disabilities and disorders, red flags (eg, positive or concerning screens) may be identifiable. Alas, the chasm between percentage identified and served is unacceptable given the assortment of interventions or supports proven to improve outcomes (http://www.ectacenter.org/topics/effective/effective.asp).4; ; This discrepancy exists in the face of a wide array of uncoordinated health, education, and social service supports. … ; ; Address correspondence to Kevin P. Marks, MD, PeaceHealth Medical Group, 4010 Aerial Way, Eugene, OR 97402. E-mail: kmarks{at}peacehealth.org"
066-431-441-657-42X,Supporting Early Childhood Special Education Personnel for Itinerant Service Delivery Through a State-Level Technical Assistance Project,2011,"An itinerant service delivery model takes early intervention and special education services to environments where young children with disabilities participate in their communities. Reconciliation of the mismatch that often occurs between recommended and actual practice requires support at all levels of the service delivery system, including professional development systems. The purpose of this article is to reflect on the use of a state-level technical assistance project as it relates to support and training for the provision of itinerant ECSE service. Those who provide professional development activities have a responsibility to ensure they apply research-based, adult learning principles that will effectively expand the knowledge and skills of those they seek to support and train. This article discusses the results of focus groups that were held to gather information related to training and supports early childhood professionals believed they would need to implement itinerant models that better reflected..."
066-458-975-366-15X,"Early Childhood Teacher Policy in the United States: Continuing Issues, Overcoming Barriers, and Envisioning the Future",2008,"The decentralized and fragmented nature of the early childhood education and care (ECEC) system in the U.S., coupled with an ongoing teacher shortage, high teacher turnover rates, and the increasing demand for early childhood (EC) teachers, has led to low entry requirements and lenient regulations for most EC sectors. Yet, the recent call for school readiness of preschoolers is pushing the field to be equipped with highly qualified EC teachers with professional knowledge and competence. Efforts to provide quality ECEC services by improving the quality of the teaching force at various levels have been initiated in the U.S. In this paper, we describe: demographic profile of America’s ECEC teaching force; regulatory standards regarding entry-level teacher requirements; condition of pre-service teacher training in higher education; and provision of professional development and retention efforts. Current trends and challenges of EC teacher policy in the U.S. are presented, and implications for EC policymakers are discussed."
066-745-423-503-824,Representing Dis/ability in Young Children's Books,2021,"This research explores how stories that represent characters with different backgrounds and ability levels can help children's positive social and emotional skills. Character representation in books can influence a child's schema about community, sense of self, and understanding of others. Through picturebooks, children learn important concepts about social values and belonging. As young children from all ability levels are making meaning of the world around them and the materials they engage with in their classrooms, this research explores what early childhood special educators' favorite books look like, and who students see in favorite books. The research analyzed how books in current Early Childhood Special Education classrooms represent diversity in general and disability in particular. It is analyzed from the perspective that complex character development and strength-based narratives of human difference support more connection and belonging, as children see themselves and their families reflected in their classrooms. The research shares findings of favorite books in 15 early childhood special education classrooms, to consider how students with dis/abilities are reflected and how books support children's awareness of human diversity. Data analysis shows how more recently published books include more diverse voices. The research discusses how representation of character's with dis/abilities is evolving, and the application of critical book selection in early childhood special education classrooms. The research considers how picturebooks support classroom inclusion and belonging in early childhood special education classrooms, and their relevance to all early childhood settings and homes."
067-165-859-319-396,Family Engagement Practices in Early Intervention: A Review of Three Countries,2019,"This chapter aims to explore evidence-based family engagement and/or empowerment practices during early intervention/early childhood special education (EI/ECSE) in three international settings: Singapore, Taiwan, and Turkey. In these countries, the EI/ECSE program is a system of coordinated services that supports the referral, evaluation, and services for children with disabilities ages birth to 6 and their families. Family engagement is an umbrella term with key components that include (a) equal partnership; (b) individualized intervention for children and families; (c) culturally, linguistically, socially, and economically responsive practices; (d) trained service providers; and (e) supportive program administrators. Research studies have shown that family engagement in EI/ECSE yields better outcomes for families and their children. This study will provide a systematic review of family engagement practices in EI/ECSE system in the above countries."
067-169-562-548-305,Does Going to School-Based Prekindergarten Predict Access to Disability Services in Elementary School?,2025,"<jats:p>This study examines school-based Pre-K (SBPK) versus center-based Pre-K (CBPK) settings, focusing on subsequent access to disability supports, an underexplored area. Specifically, we examine whether attending SBPK is associated with difference rates of disability diagnosis or receiving an Individualized Education Program (IEP) in elementary school, grades K through 5. Using data from the Early Childhood Longitudinal Study—Kindergarten Class of 2010–11 (ECLS-K: 2010–11), we analyzed 8,990 children who attended either SBPK or CBPK. Results indicate that SBPK attendance is associated with higher rates of disability diagnosis and IEPs in early elementary grades (K-2), suggesting that SBPK settings may offer better resources for identifying and supporting children with disabilities. Implications are discussed.</jats:p>"
067-175-476-591-48X,Review of Rating Scales that Measure Parent-Infant Interaction:,1996,"Social interaction between infants and parents serves as the foundation for later development. Infants with disabilities and their parents may, at times, experience difficulty in engaging in positi..."
067-219-602-191-850,Caregiver and Provider Experiences With Coaching and Embedded Intervention,2017,"Despite an emphasis in the field on triadic approaches to the delivery of early intervention (EI), remarkably little is known about the shared experiences of caregivers (CGs) and providers during h..."
067-276-594-471-377,Socioeconomic Status and Pediatric Neurologic Disorders: Current Evidence.,2018,"Socioeconomic status (SES) is an important risk factor for many neurological disorders and a determinant of health outcomes and quality of life, especially for individuals with neurologic disorders and developmental disabilities. This article focuses on the relationship between SES and pediatric epilepsy, cerebral palsy, autism spectrum disorder, and intellectual disability. Disparities in the prevalence and long-term impact of SES on functioning in persons with disabilities are observed worldwide. Clinicians can use the information presented in the article to target early identification and interventions for improving outcomes in populations most at risk for these disorders and for poor health, social, and economic outcomes."
067-410-171-203-930,An Inquiry into the Accessibility of Campus Recreation for College Students with Disabilities,2025,"<jats:p>University recreation centers are essential for college student physical activity, yet 68% of students with disabilities (SWD) use these facilities fewer than five times annually. Physical and programmatic barriers, including physical access and program inclusivity, may limit SWD participation. This study evaluated the accessibility of three campus recreation facilities at southeastern U.S. public universities using the AIMFREE assessment and interviews with campus recreation directors and staff. Results showed below-average accessibility (&lt;50%) across half of AIMFREE sections, with policies, access routes, and professional training scoring the lowest (7–35%). Interviews revealed gaps in funding allocation, limited adapted programming, and insufficient inclusive marketing efforts. Staff also cited a lack of knowledge, training, and resources as significant barriers but expressed a commitment to addressing these challenges. Findings emphasize the need for tailored training programs that address the unique environmental and cultural contexts of campus recreation to improve accessibility and inclusivity for SWD.</jats:p>"
067-420-171-827-339,Kindergarten through Grade 3 Outcomes Associated with Participation in High-Quality Early Care and Education: A RCT Follow-Up Study,2022,"<jats:p>An accepted conclusion is that children at risk for educational failure who participate in high-quality early care and education (ECE) enter kindergarten “more ready”, possessing skills comparable to their more advantaged peers. There is less consensus about longer-term outcomes with some studies finding continuation of early gains, while others report “fade out” by elementary school. This study investigated child outcomes, kindergarten through Grade 3, of 75 children randomly assigned as infants to either participate or not in an enhanced Early Head Start/Head Start program. It was hypothesized that the children who experienced this high-quality ECE would perform better than their control group peers across a range of measures. From kindergarten to Grade 3, children in the treatment group demonstrated higher skills in letter and word identification, vocabulary, oral comprehension, and math than control group children after controlling for child/family characteristics and classroom quality. Results for executive functioning were mixed with children in the treatment group showing higher skills on one of the two measures of executive function. No group differences were found for social-emotional skills. This study contributes to the scant literature of longitudinal studies spanning infancy through to Grade 3. In addition to the findings of a general pattern of continuation of positive child outcomes in early academic skills associated with earlier high-quality ECE attendance, this study also contributes information about the potential size of impacts of contemporary ECE programs starting in infancy.</jats:p>"
067-461-021-599-618,Adapted Physical Education in the Special Education Process,2019,"<jats:p>Adapted physical education (APE) services have the same overall objectives as general physical education; however, adapted physical educators should implement accommodations and modifications to personalize the programs to meet the individual needs of students with disabilities. Because of the high levels of health disparity for people with disabilities, as well as cognitive and socio-emotional benefits associated with physical activity and exercise, it is crucial that students with disabilities receive high-quality APE programming. To give the readers a broad overview of APE and how it should be implemented, this chapter covers the following topics: physical education and physical literacy, the benefits of physical education and exercise for students with disabilities, federal laws in relation to physical education for students with disabilities, the role of adapted physical educators in interdisciplinary team approaches within the individualized education program process, and highlighting specialized teaching strategies and specialized equipment for students with disabilities. </jats:p>"
067-719-532-044-572,Who is Placed into Special Education,2010,"We use nationally representative data from the Early Childhood Longitudinal Study, Kindergarten Class of 1998-99 (ECLS-K) to identify variables measured in the fall of 1998 (when the sample's students were in kindergarten) that predict special education placement by the spring of 2004 (when those not retained were finishing fifth grade). Placement's strongest kindergarten predictor is a student's own level of academic achievement. Also important is the student's frequency of classroom task engagement. There is a ""frog-pond"" contextual effect -- attending an elementary school with high levels of overall student academic ability and behavior increases a student's likelihood of special education placement. This is the case even after statistically controlling for a wide range of individual-, family-, and school-level characteristics. Social class background displayed a weak or statistically non-significant relation with special education placement. However, girls are placed less frequently than boys. African American, Hispanic, and Asian students are placed less frequently than non-Hispanic whites. The under- or equal-placement rates for racial/ethnic minorities are partially explained by their concentration in high-minority schools."
068-239-850-505-956,Strengthening Social Work Approaches Through Advancing Knowledge of Early Childhood Intervention,2002,"Early childhood professionals—social workers, educators, speech therapists, occupational therapists, physical therapists, pediatricians, and others—create the foundation for a life-long duration of experiences that families, who have children with disabilities, will have with various professional groups. The nature of the early childhood interventionists' interaction, treatment, services or supports of the child and the attitudes conveyed to families during these critical early years may be a significant factor in the willingness of families and young adults to continue to pursue therapeutic and supportive services. With insights into early intervention best practices, social workers are likely to find themselves in a preferred position to plan appropriate family-focused intervention strategies that may encourage success and prevent complications or a worsening of specific initial conditions among children with disabilities."
068-242-555-845-939,Predictors of developmentally appropriate classroom practices in kindergarten through third grade,2001,
068-593-279-294-951,Early childhood development strategy for the world's children with disabilities.,2024,"Early childhood is foundational for optimal and inclusive lifelong learning, health and well-being. Young children with disabilities face substantial risks of sub-optimal early childhood development (ECD), requiring targeted support to ensure equitable access to lifelong learning opportunities, especially in low- and middle-income countries. Although the Sustainable Development Goals, 2015-2030 (SDGs) emphasise inclusive education for children under 5 years with disabilities, there is no global strategy for achieving this goal since the launch of the SDGs. This paper explores a global ECD framework for children with disabilities based on a review of national ECD programmes from different world regions and relevant global ECD reports published since 2015. Available evidence suggests that any ECD strategy for young children with disabilities should consists of a twin-track approach, strong legislative support, guidelines for early intervention, family involvement, designated coordinating agencies, performance indicators, workforce recruitment and training, as well as explicit funding mechanisms and monitoring systems. This approach reinforces parental rights and liberty to choose appropriate support pathway for their children. We conclude that without a global disability-focussed ECD strategy that incorporates these key features under a dedicated global leadership, the SDGs vision and commitment for the world's children with disabilities are unlikely to be realised."
068-681-978-849-338,Early labeling of children Concerns and alternatives,1983,"The issue of labeling young children identified as at risk for academic failure is explored in this article. The author, while strongly supporting early identification and treatment efforts, discusses limitations of using both the generic label “at risk” and the specific categorical label “learning disability” with such children. An orientation to assessment which yields information pertaining to abilities, skills, and knowledge directly related to later academic functioning is recommended. Such assessment is conducted for the purpose of delineating specific strengths and concerns in preacademic behaviors rather than to classify children using diagnostic labels."
069-314-672-384-47X,Examination of a Modified Incremental Rehearsal Approach to Explore Causal Mechanisms.,2022,"Incremental rehearsal (IR) has consistently been shown to improve students' math fact retention and fluency (Maki et al., Journal of Behavioral Education 30:534-558, 2021). However, less is known about how intervention modifications may support longer-term skill maintenance. The purpose of this study was to compare traditional IR with a modified IR (shuffle IR; ShIR) in which known multiplication facts were shuffled between sequences using a cumulative acquisition design with six fourth- and fifth-grade students. All participants retained and maintained more facts in IR and ShIR compared to a control condition. However, IR or ShIR did not consistently result in greater retention than the other, with three students demonstrating greater retention in the IR condition and three students demonstrating greater retention in the ShIR condition. Most participants demonstrated greater fact maintenance in the ShIR condition than in the IR condition. All participants made fewer intervention session errors in the condition in which they retained more multiplication facts."
